4019,C0362910,1.0
4019,C0366777,0.975940980399142
4019,C0362934,0.963374805891775
4280,C0484851,0.960431677338687
4019,C0362923,0.960080614762875
4019,C0364133,0.944035427613264
4019,C0364207,0.942083095498163
4019,C0365392,0.936989057276759
4019,C0364479,0.935971283758186
4019,C0550440,0.93441136818292
4019,C0362907,0.92116266923359
4019,C0486259,0.907362325596832
4019,C0550246,0.905855695906921
4019,C0550447,0.905249444599281
4019,C0364096,0.895935399657034
5990,C0368036,0.889840135076705
4019,C0364127,0.880821024684162
4019,C0362978,0.863508197020389
5849,C0484851,0.856685333634092
4019,C0362947,0.848230468266991
4280,C0364290,0.847357755196381
42,C0945357,0.847192188693053
4280,C0365392,0.846126141606533
4019,C0364968,0.845816537183153
42,C0942440,0.840515249499803
5849,C0368013,0.825567449301621
4019,C0368013,0.82328783677914
4019,C0364290,0.823208816071642
5849,C0368036,0.822016892464521
51881,C1369594,0.817193782999066
4019,C1315166,0.815767107527595
4280,C0368013,0.814385189910615
4019,C0365095,0.812570630538202
5849,C0364674,0.809369365202379
4280,C0364096,0.80874342438692
4280,C0364968,0.80856005307878
4280,C0365095,0.806517387605894
42,C0484550,0.806201240760496
4280,C1369594,0.80551778311599
41071,C0803378,0.803702835751164
5849,C0363885,0.80354446523981
4019,C0363885,0.801532216285451
5849,C0365095,0.795618883044107
51881,C0803387,0.795408800149663
5849,C0368025,0.792874876450961
4280,C0363885,0.791853977578671
20500,C0362896,0.79061843734605
4280,C0550246,0.78715505773047
42731,C0365392,0.786866094760135
4280,C0364207,0.782197513507849
4280,C0364133,0.781948165547584
5849,C0364290,0.7816769591981
5849,C0364968,0.779998954309758
4280,C0550447,0.777869368183191
4280,C0550440,0.774861379092996
4280,C0364674,0.774826372926337
4019,C1369594,0.774587173924064
V290,C0362989,0.77251912956994
41401,C0484851,0.772194167214773
4280,C0368036,0.772135352785261
5849,C1369594,0.771935776363868
9654,C0365531,0.771791114349649
41401,C0365392,0.770256494814026
41401,C0364479,0.769987482966495
5849,C0364055,0.764694973034121
4019,C0364961,0.764091668487514
4280,C0486259,0.763317364782949
4280,C0362909,0.762332748689586
5849,C1315166,0.759738645479846
4280,C1316226,0.759284767930676
5849,C0364096,0.757160063610098
42731,C0486259,0.756244555872651
5849,C0803387,0.755265710272415
51881,C0363885,0.754693979054997
51881,C0364674,0.75436028238728
4280,C1315166,0.753728037386173
4280,C0362947,0.753683937305843
51881,C0368013,0.751621956459952
4019,C0484851,0.750805305837306
4019,C0362906,0.750256408697201
5990,C0368013,0.749557308759824
42731,C0484851,0.74942438096369
4280,C0364479,0.748791579716507
4280,C0362910,0.746825271990228
4280,C0362978,0.744767039945922
78959,C1544491,0.743729065754631
41401,C0364127,0.74299057302176
5849,C0365392,0.741897092516638
4280,C0362934,0.741235850881538
5849,C0486259,0.741231877250466
78959,C0942478,0.738133781218962
